date,nama_kabupaten_kota,produksi_padi
2021-09-01,KABUPATEN KARAWANG,60785
2021-09-01,KABUPATEN BANDUNG BARAT,7935
2021-09-01,KABUPATEN BANDUNG,32129
2021-09-01,KABUPATEN CIANJUR,28519
2021-09-01,KABUPATEN PANGANDARAN,10765
2021-09-01,KABUPATEN SUMEDANG,17266
2021-09-01,KABUPATEN SUKABUMI,20208
2021-09-01,KABUPATEN BOGOR,17443
2021-09-01,KABUPATEN SUBANG,40847
2021-09-01,KABUPATEN PURWAKARTA,5735
2021-09-01,KABUPATEN KUNINGAN,16235
2021-10-01,KABUPATEN MAJALENGKA,16857
2021-10-01,KOTA BEKASI,177
2021-10-01,KABUPATEN CIREBON,62867
2021-10-01,KABUPATEN SUMEDANG,13936
2021-10-01,KABUPATEN KUNINGAN,9773
2021-10-01,KOTA BOGOR,6
2021-10-01,KABUPATEN TASIKMALAYA,29015
2021-10-01,KOTA CIMAHI,86
2021-10-01,KABUPATEN GARUT,25026
2021-10-01,KABUPATEN BANDUNG,31843
2021-10-01,KABUPATEN CIANJUR,35567
2021-10-01,KOTA TASIKMALAYA,2491
2021-10-01,KABUPATEN SUKABUMI,15844
2021-10-01,KABUPATEN BOGOR,28292
2021-10-01,KOTA BANJAR,3962
2021-10-01,KABUPATEN CIAMIS,24964
2021-10-01,KOTA CIREBON,30
2021-10-01,KOTA DEPOK,0
2021-10-01,KABUPATEN BEKASI,36416
2021-10-01,KABUPATEN PANGANDARAN,938
2021-10-01,KABUPATEN SUBANG,132147
2021-10-01,KOTA BANDUNG,786
2021-10-01,KABUPATEN BANDUNG BARAT,8586
2021-10-01,KABUPATEN PURWAKARTA,9806
2021-10-01,KABUPATEN KARAWANG,113527
2021-10-01,KOTA SUKABUMI,685
2021-10-01,KABUPATEN INDRAMAYU,79080
2021-11-01,KABUPATEN INDRAMAYU,61457
2021-11-01,KABUPATEN KARAWANG,101596
2021-11-01,KABUPATEN TASIKMALAYA,45060
2021-11-01,KABUPATEN GARUT,25492
2021-11-01,KABUPATEN BEKASI,35437
2021-11-01,KOTA CIMAHI,69
2021-11-01,KABUPATEN CIANJUR,28766
2021-11-01,KABUPATEN BANDUNG BARAT,5833
2021-11-01,KOTA TASIKMALAYA,2740
2021-11-01,KABUPATEN SUKABUMI,13089
2021-11-01,KABUPATEN PANGANDARAN,0
2021-11-01,KABUPATEN BOGOR,13245
2021-11-01,KOTA BOGOR,6
2021-11-01,KOTA BANJAR,2043
2021-11-01,KOTA SUKABUMI,1298
2021-11-01,KABUPATEN CIAMIS,5893
2021-11-01,KABUPATEN BANDUNG,25933
2021-11-01,KOTA BANDUNG,802
2021-11-01,KOTA BEKASI,89
2021-11-01,KABUPATEN SUBANG,110613
2021-11-01,KABUPATEN SUMEDANG,15002
2021-11-01,KOTA DEPOK,0
2021-11-01,KABUPATEN CIREBON,18703
2021-11-01,KABUPATEN KUNINGAN,11200
2021-11-01,KABUPATEN MAJALENGKA,15082
2021-11-01,KABUPATEN PURWAKARTA,6441
2021-11-01,KOTA CIREBON,36
2021-12-01,KABUPATEN INDRAMAYU,10763
2021-12-01,KABUPATEN BOGOR,11291
2021-12-01,KABUPATEN MAJALENGKA,8563
2021-12-01,KOTA BOGOR,32
2021-12-01,KOTA CIREBON,142
2021-12-01,KABUPATEN SUKABUMI,15451
2021-12-01,KABUPATEN BANDUNG BARAT,6818
2021-12-01,KOTA BANJAR,0
2021-12-01,KOTA TASIKMALAYA,2592
2021-12-01,KABUPATEN PANGANDARAN,194
2021-12-01,KOTA DEPOK,41
2021-12-01,KABUPATEN SUMEDANG,17059
2021-12-01,KOTA BANDUNG,422
2021-12-01,KABUPATEN SUBANG,63496
2021-12-01,KABUPATEN CIAMIS,10869
2021-12-01,KABUPATEN TASIKMALAYA,35170
2021-12-01,KABUPATEN KARAWANG,151161
2021-12-01,KABUPATEN GARUT,25030
2021-12-01,KABUPATEN KUNINGAN,9681
2021-12-01,KABUPATEN PURWAKARTA,5329
2021-12-01,KOTA SUKABUMI,2123
2021-12-01,KABUPATEN CIREBON,5942
2021-12-01,KABUPATEN BANDUNG,19627
2021-12-01,KOTA BEKASI,12
2021-12-01,KABUPATEN BEKASI,86245
2021-12-01,KOTA CIMAHI,0
2021-12-01,KABUPATEN CIANJUR,35200
2022-01-01,KOTA SUKABUMI,872
2022-01-01,KABUPATEN CIAMIS,12569
2022-01-01,KOTA BANDUNG,306
2022-01-01,KABUPATEN TASIKMALAYA,41688
2022-01-01,KOTA BEKASI,2
2022-01-01,KABUPATEN GARUT,22246
2022-01-01,KOTA DEPOK,0
2022-01-01,KABUPATEN KUNINGAN,13922
2022-01-01,KOTA CIREBON,0
2022-01-01,KOTA BOGOR,18
2022-01-01,KABUPATEN KARAWANG,153426
2022-01-01,KABUPATEN PANGANDARAN,1643
2022-01-01,KABUPATEN MAJALENGKA,4435
2022-01-01,KABUPATEN BANDUNG BARAT,6305
2022-01-01,KABUPATEN SUMEDANG,16588
2022-01-01,KABUPATEN BEKASI,22229
2022-01-01,KABUPATEN INDRAMAYU,7633
2022-01-01,KABUPATEN PURWAKARTA,4162
2022-01-01,KABUPATEN SUBANG,24411
2022-01-01,KABUPATEN BANDUNG,9835
2022-01-01,KABUPATEN CIREBON,3280
2022-01-01,KOTA CIMAHI,0
2022-01-01,KABUPATEN CIANJUR,26714
2022-01-01,KOTA BANJAR,0
2022-01-01,KABUPATEN SUKABUMI,23793
2022-01-01,KABUPATEN BOGOR,19705
2022-01-01,KOTA TASIKMALAYA,7620
2022-02-01,KABUPATEN KUNINGAN,9709
2022-02-01,KABUPATEN KARAWANG,32323
2022-02-01,KABUPATEN SUMEDANG,11098
2022-02-01,KOTA CIREBON,0
2022-02-01,KABUPATEN BEKASI,20118
2022-02-01,KABUPATEN TASIKMALAYA,26820
2022-02-01,KABUPATEN BANDUNG BARAT,10875
2022-02-01,KABUPATEN MAJALENGKA,16627
2022-02-01,KABUPATEN GARUT,35981
2022-02-01,KABUPATEN SUKABUMI,84085
2022-02-01,KABUPATEN CIAMIS,10619
2022-02-01,KOTA BANJAR,343
2022-02-01,KOTA SUKABUMI,991
2022-02-01,KABUPATEN PANGANDARAN,17392
2022-02-01,KABUPATEN CIREBON,5655
2022-02-01,KOTA BANDUNG,85
2022-02-01,KOTA BEKASI,43
2022-02-01,KOTA BOGOR,6
2022-02-01,KABUPATEN INDRAMAYU,25911
2022-02-01,KABUPATEN CIANJUR,98635
2022-02-01,KOTA TASIKMALAYA,3132
2022-02-01,KABUPATEN PURWAKARTA,6271
2022-02-01,KOTA DEPOK,0
2022-02-01,KABUPATEN BOGOR,19881
2022-02-01,KABUPATEN BANDUNG,11343
2022-02-01,KABUPATEN SUBANG,16454
2022-02-01,KOTA CIMAHI,17
2022-03-01,KOTA BANDUNG,671
2022-03-01,KABUPATEN PURWAKARTA,48431
2022-03-01,KABUPATEN CIAMIS,67419
2022-03-01,KOTA BANJAR,8477
2022-03-01,KABUPATEN BANDUNG BARAT,33259
2022-03-01,KOTA CIMAHI,50
2022-03-01,KABUPATEN SUKABUMI,103714
2022-03-01,KABUPATEN CIANJUR,111429
2022-03-01,KABUPATEN PANGANDARAN,48617
2022-03-01,KABUPATEN CIREBON,69519
2022-03-01,KABUPATEN KUNINGAN,63407
2022-03-01,KABUPATEN SUBANG,129420
2022-03-01,KOTA SUKABUMI,514
2022-03-01,KABUPATEN BOGOR,61475
2022-03-01,KOTA CIREBON,147
2022-03-01,KABUPATEN INDRAMAYU,224602
2022-03-01,KOTA DEPOK,0
2022-03-01,KOTA BEKASI,804
2022-03-01,KOTA TASIKMALAYA,4777
2022-03-01,KABUPATEN TASIKMALAYA,50179
2022-03-01,KABUPATEN BEKASI,62986
2022-03-01,KABUPATEN BANDUNG,20891
2022-03-01,KABUPATEN GARUT,69700
2022-03-01,KABUPATEN KARAWANG,76181
2022-03-01,KOTA BOGOR,12
2022-03-01,KABUPATEN MAJALENGKA,186839
2022-03-01,KABUPATEN SUMEDANG,56642
2022-04-01,KABUPATEN PANGANDARAN,9123
2022-04-01,KABUPATEN CIREBON,103186
2022-04-01,KABUPATEN PURWAKARTA,24149
2022-04-01,KABUPATEN SUMEDANG,35593
2022-04-01,KABUPATEN INDRAMAYU,442185
2022-04-01,KABUPATEN BANDUNG BARAT,9518
2022-04-01,KABUPATEN BEKASI,44571
2022-04-01,KOTA BANJAR,7745
2022-04-01,KABUPATEN MAJALENGKA,61544
2022-04-01,KABUPATEN KARAWANG,126453
2022-04-01,KABUPATEN BOGOR,23420
2022-04-01,KOTA CIMAHI,34
2022-04-01,KOTA CIREBON,248
2022-04-01,KABUPATEN GARUT,50388
2022-04-01,KABUPATEN CIAMIS,44122
2022-04-01,KOTA BEKASI,0
2022-04-01,KABUPATEN SUKABUMI,28431
2022-04-01,KABUPATEN BANDUNG,54046
2022-04-01,KOTA SUKABUMI,1506
2022-04-01,KOTA BANDUNG,1154
2022-04-01,KOTA TASIKMALAYA,4414
2022-04-01,KOTA DEPOK,0
2022-04-01,KABUPATEN TASIKMALAYA,37194
2022-04-01,KABUPATEN KUNINGAN,23943
2022-04-01,KABUPATEN CIANJUR,37480
2022-04-01,KOTA BOGOR,0
2022-04-01,KABUPATEN SUBANG,170252
2022-05-01,KOTA CIREBON,61
2022-05-01,KABUPATEN KARAWANG,71464
2022-05-01,KABUPATEN SUMEDANG,18420
2022-05-01,KABUPATEN BOGOR,15334
2022-05-01,KOTA BANJAR,0
2022-05-01,KABUPATEN BANDUNG,39190
2022-05-01,KABUPATEN INDRAMAYU,99722
2022-05-01,KABUPATEN PURWAKARTA,6618
2022-05-01,KOTA DEPOK,26
2022-05-01,KABUPATEN CIANJUR,35416
2022-05-01,KABUPATEN GARUT,26809
2022-05-01,KOTA BEKASI,0
2022-05-01,KABUPATEN SUBANG,113795
2022-05-01,KABUPATEN SUKABUMI,29492
2022-05-01,KABUPATEN PANGANDARAN,540
2022-05-01,KABUPATEN KUNINGAN,17407
2022-05-01,KOTA CIMAHI,49
2022-05-01,KOTA TASIKMALAYA,3164
2022-05-01,KABUPATEN CIREBON,49343
2022-05-01,KOTA BOGOR,57
2022-05-01,KOTA SUKABUMI,2066
2022-05-01,KABUPATEN CIAMIS,14862
2022-05-01,KABUPATEN BANDUNG BARAT,8431
2022-05-01,KOTA BANDUNG,712
2022-05-01,KABUPATEN MAJALENGKA,20136
2022-05-01,KABUPATEN BEKASI,48568
2022-05-01,KABUPATEN TASIKMALAYA,34913
2022-06-01,KOTA CIREBON,0
2022-06-01,KABUPATEN BEKASI,111594
2022-06-01,KOTA BANJAR,0
2022-06-01,KOTA CIMAHI,33
2022-06-01,KOTA DEPOK,13
2022-06-01,KABUPATEN KARAWANG,158037
2022-06-01,KOTA BANDUNG,828
2022-06-01,KABUPATEN PURWAKARTA,6418
2022-06-01,KOTA BOGOR,8
2022-06-01,KABUPATEN BANDUNG BARAT,9817
2022-06-01,KOTA TASIKMALAYA,6518
2022-06-01,KOTA BEKASI,2
2022-06-01,KOTA SUKABUMI,1179
2022-06-01,KABUPATEN PANGANDARAN,254
2022-06-01,KABUPATEN SUBANG,61629
2022-06-01,KABUPATEN KUNINGAN,18733
2022-06-01,KABUPATEN MAJALENGKA,26470
2022-06-01,KABUPATEN CIANJUR,69607
2022-06-01,KABUPATEN CIREBON,17173
2022-06-01,KABUPATEN BANDUNG,15123
2022-06-01,KABUPATEN SUKABUMI,84516
2022-06-01,KABUPATEN INDRAMAYU,44973
2022-06-01,KABUPATEN CIAMIS,14481
2022-06-01,KABUPATEN SUMEDANG,14544
2022-06-01,KABUPATEN BOGOR,17148
2022-06-01,KABUPATEN GARUT,43414
2022-06-01,KABUPATEN TASIKMALAYA,35132
2022-07-01,KABUPATEN SUKABUMI,57493
2022-07-01,KABUPATEN BEKASI,39057
2022-07-01,KABUPATEN MAJALENGKA,144543
2022-07-01,KABUPATEN GARUT,52771
2022-07-01,KOTA CIMAHI,17
2022-07-01,KOTA BANDUNG,116
2022-07-01,KABUPATEN BANDUNG BARAT,30398
2022-07-01,KABUPATEN CIREBON,50029
2022-07-01,KOTA DEPOK,0
2022-07-01,KABUPATEN PANGANDARAN,21622
2022-07-01,KABUPATEN TASIKMALAYA,39170
2022-07-01,KABUPATEN KUNINGAN,57854
2022-07-01,KOTA CIREBON,41
2022-07-01,KABUPATEN BANDUNG,9815
2022-07-01,KOTA BOGOR,0
2022-07-01,KOTA BEKASI,238
2022-07-01,KABUPATEN CIAMIS,32960
2022-07-01,KOTA SUKABUMI,651
2022-07-01,KABUPATEN SUBANG,70082
2022-07-01,KABUPATEN CIANJUR,72436
2022-07-01,KOTA TASIKMALAYA,5577
2022-07-01,KABUPATEN BOGOR,37643
2022-07-01,KOTA BANJAR,1635
2022-07-01,KABUPATEN PURWAKARTA,23813
2022-07-01,KABUPATEN SUMEDANG,50467
2022-07-01,KABUPATEN INDRAMAYU,94672
2022-07-01,KABUPATEN KARAWANG,129088
2022-08-01,KABUPATEN SUKABUMI,21777
2022-08-01,KABUPATEN BOGOR,18538
2022-08-01,KABUPATEN PURWAKARTA,35859
2022-08-01,KOTA BOGOR,0
2022-08-01,KOTA BEKASI,633
2022-08-01,KABUPATEN BANDUNG,13455
2022-08-01,KABUPATEN CIAMIS,34428
2022-08-01,KABUPATEN INDRAMAYU,160930
2022-08-01,KOTA SUKABUMI,568
2022-08-01,KOTA CIREBON,227
2022-08-01,KOTA BANJAR,6842
2022-08-01,KABUPATEN TASIKMALAYA,24899
2022-08-01,KOTA BANDUNG,96
2022-08-01,KABUPATEN SUBANG,75944
2022-08-01,KABUPATEN GARUT,40887
2022-08-01,KABUPATEN PANGANDARAN,37304
2022-08-01,KOTA DEPOK,0
2022-08-01,KABUPATEN KUNINGAN,15955
2022-08-01,KABUPATEN BEKASI,32115
2022-08-01,KOTA CIMAHI,17
2022-08-01,KABUPATEN SUMEDANG,25312
2022-08-01,KABUPATEN BANDUNG BARAT,10360
2022-08-01,KABUPATEN CIANJUR,46883
2022-08-01,KOTA TASIKMALAYA,3116
2022-08-01,KABUPATEN KARAWANG,50631
2022-08-01,KABUPATEN MAJALENGKA,54733
2022-08-01,KABUPATEN CIREBON,48297
2022-09-01,KOTA BANJAR,1952
2022-09-01,KABUPATEN TASIKMALAYA,24235
2022-09-01,KABUPATEN KARAWANG,81208
2022-09-01,KABUPATEN BEKASI,28194
2022-09-01,KOTA CIREBON,78
2022-09-01,KOTA SUKABUMI,1383
2022-09-01,KOTA CIMAHI,32
2022-09-01,KOTA BANDUNG,970
2022-09-01,KABUPATEN INDRAMAYU,266602
2022-09-01,KABUPATEN MAJALENGKA,13642
2022-09-01,KABUPATEN SUKABUMI,17220
2022-09-01,KABUPATEN SUBANG,79632
2022-09-01,KOTA DEPOK,0
2022-09-01,KABUPATEN CIAMIS,31802
2022-09-01,KABUPATEN BANDUNG,35201
2022-09-01,KABUPATEN SUMEDANG,21492
2022-09-01,KABUPATEN CIREBON,70831
2022-09-01,KOTA BOGOR,15
2022-09-01,KABUPATEN BANDUNG BARAT,4675
2022-09-01,KOTA BEKASI,48
2022-09-01,KABUPATEN PANGANDARAN,11728
2022-09-01,KABUPATEN PURWAKARTA,10582
2022-09-01,KABUPATEN GARUT,22687
2022-09-01,KOTA TASIKMALAYA,3281
2022-09-01,KABUPATEN KUNINGAN,12906
2022-09-01,KABUPATEN BOGOR,29161
2022-09-01,KABUPATEN CIANJUR,30607
2022-10-01,KOTA TASIKMALAYA,2023
2022-10-01,KABUPATEN BOGOR,30829
2022-10-01,KOTA DEPOK,34
2022-10-01,KABUPATEN CIANJUR,33078
2022-10-01,KOTA CIREBON,0
2022-10-01,KOTA CIMAHI,64
2022-10-01,KABUPATEN BANDUNG,46957
2022-10-01,KABUPATEN SUKABUMI,25729
2022-10-01,KOTA BANJAR,2589
2022-10-01,KABUPATEN GARUT,22156
2022-10-01,KOTA BEKASI,0
2022-10-01,KABUPATEN KARAWANG,97472
2022-10-01,KABUPATEN PURWAKARTA,6533
2022-10-01,KABUPATEN INDRAMAYU,99494
2022-10-01,KABUPATEN BANDUNG BARAT,8660
2022-10-01,KABUPATEN CIREBON,50999
2022-10-01,KOTA BOGOR,30
2022-10-01,KABUPATEN CIAMIS,20778
2022-10-01,KABUPATEN KUNINGAN,13457
2022-10-01,KABUPATEN SUBANG,167407
2022-10-01,KOTA SUKABUMI,2384
2022-10-01,KABUPATEN PANGANDARAN,228
2022-10-01,KABUPATEN BEKASI,41099
2022-10-01,KABUPATEN TASIKMALAYA,29880
2022-10-01,KOTA BANDUNG,966
2022-10-01,KABUPATEN MAJALENGKA,7657
2022-10-01,KABUPATEN SUMEDANG,13778
2022-11-01,KABUPATEN BEKASI,67742
2022-11-01,KABUPATEN SUMEDANG,19379
2022-11-01,KOTA CIMAHI,32
2022-11-01,KABUPATEN SUKABUMI,21926
2022-11-01,KOTA TASIKMALAYA,4539
2022-11-01,KABUPATEN KARAWANG,120571
2022-11-01,KABUPATEN BANDUNG BARAT,15711
2022-11-01,KOTA DEPOK,0
2022-11-01,KABUPATEN MAJALENGKA,21746
2022-11-01,KABUPATEN KUNINGAN,17593
2022-11-01,KABUPATEN CIREBON,21772
2022-11-01,KABUPATEN PURWAKARTA,8443
2022-11-01,KABUPATEN CIANJUR,36727
2022-11-01,KABUPATEN BOGOR,13918
2022-11-01,KABUPATEN GARUT,28599
2022-11-01,KOTA BANDUNG,765
2022-11-01,KABUPATEN TASIKMALAYA,49433
2022-11-01,KOTA BEKASI,0
2022-11-01,KABUPATEN INDRAMAYU,12792
2022-11-01,KABUPATEN CIAMIS,11634
2022-11-01,KOTA BOGOR,15
2022-11-01,KABUPATEN PANGANDARAN,228
2022-11-01,KABUPATEN SUBANG,96503
2022-11-01,KABUPATEN BANDUNG,22380
2022-11-01,KOTA BANJAR,0
2022-11-01,KOTA CIREBON,6
2022-11-01,KOTA SUKABUMI,810
2022-12-01,KOTA BANJAR,1691
2022-12-01,KABUPATEN SUBANG,33256
2022-12-01,KABUPATEN INDRAMAYU,2745
2022-12-01,KABUPATEN SUMEDANG,14855
2022-12-01,KABUPATEN PURWAKARTA,7459
2022-12-01,KOTA TASIKMALAYA,6078
2022-12-01,KABUPATEN BOGOR,12847
2022-12-01,KABUPATEN GARUT,25685
2022-12-01,KABUPATEN MAJALENGKA,7722
2022-12-01,KABUPATEN KARAWANG,130033
2022-12-01,KOTA BANDUNG,524
2022-12-01,KOTA SUKABUMI,336
2022-12-01,KOTA CIREBON,58
2022-12-01,KABUPATEN TASIKMALAYA,37424
2022-12-01,KOTA BOGOR,15
2022-12-01,KOTA BEKASI,101
2022-12-01,KABUPATEN CIAMIS,10008
2022-12-01,KABUPATEN PANGANDARAN,0
2022-12-01,KABUPATEN BANDUNG,10975
2022-12-01,KABUPATEN KUNINGAN,12705
2022-12-01,KABUPATEN BANDUNG BARAT,5647
2022-12-01,KOTA DEPOK,0
2022-12-01,KABUPATEN SUKABUMI,10050
2022-12-01,KABUPATEN CIREBON,4621
2022-12-01,KABUPATEN BEKASI,37482
2022-12-01,KOTA CIMAHI,0
2022-12-01,KABUPATEN CIANJUR,18933
2023-01-01,KABUPATEN INDRAMAYU,0
2023-01-01,KOTA CIREBON,0
2023-01-01,KABUPATEN SUBANG,13601
2023-01-01,KOTA BANDUNG,62
2023-01-01,KABUPATEN CIANJUR,95720
2023-01-01,KABUPATEN KARAWANG,87794
2023-01-01,KABUPATEN GARUT,46342
2023-01-01,KOTA SUKABUMI,882
2023-01-01,KABUPATEN PANGANDARAN,4402
2023-01-01,KOTA BOGOR,6
2023-01-01,KOTA BEKASI,215
2023-01-01,KABUPATEN BEKASI,23353
2023-01-01,KABUPATEN PURWAKARTA,3709
2023-01-01,KABUPATEN SUMEDANG,16158
2023-01-01,KOTA CIMAHI,32
2023-01-01,KABUPATEN TASIKMALAYA,40649
2023-01-01,KABUPATEN BANDUNG,10048
2023-01-01,KABUPATEN CIAMIS,9077
2023-01-01,KABUPATEN BOGOR,15939
2023-01-01,KABUPATEN KUNINGAN,9363
2023-01-01,KOTA BANJAR,0
2023-01-01,KOTA DEPOK,0
2023-01-01,KABUPATEN CIREBON,6875
2023-01-01,KOTA TASIKMALAYA,4612
2023-01-01,KABUPATEN BANDUNG BARAT,6565
2023-01-01,KABUPATEN MAJALENGKA,8617
2023-01-01,KABUPATEN SUKABUMI,73292
2023-02-01,KABUPATEN SUBANG,21650
2023-02-01,KABUPATEN KUNINGAN,15496
2023-02-01,KABUPATEN MAJALENGKA,21920
2023-02-01,KABUPATEN PURWAKARTA,19720
2023-02-01,KABUPATEN INDRAMAYU,12991
2023-02-01,KABUPATEN TASIKMALAYA,26987
2023-02-01,KABUPATEN KARAWANG,68717
2023-02-01,KABUPATEN SUMEDANG,21636
2023-02-01,KABUPATEN BEKASI,36154
2023-02-01,KABUPATEN CIREBON,8965
2023-02-01,KABUPATEN GARUT,48854
2023-02-01,KABUPATEN BOGOR,29613
2023-02-01,KABUPATEN BANDUNG,16931
2023-02-01,KOTA BANJAR,1844
2023-02-01,KOTA TASIKMALAYA,3267
2023-02-01,KOTA CIMAHI,63
2023-02-01,KOTA DEPOK,0
2023-02-01,KABUPATEN SUKABUMI,94276
2023-02-01,KOTA BEKASI,19
2023-02-01,KABUPATEN BANDUNG BARAT,21940
2023-02-01,KOTA CIREBON,0
2023-02-01,KOTA BANDUNG,12
2023-02-01,KABUPATEN CIANJUR,73260
2023-02-01,KABUPATEN CIAMIS,27617
2023-02-01,KOTA SUKABUMI,1631
2023-02-01,KOTA BOGOR,17
2023-02-01,KABUPATEN PANGANDARAN,25536
2023-03-01,KABUPATEN SUBANG,125985
2023-03-01,KOTA BANJAR,7954
2023-03-01,KABUPATEN BEKASI,51879
2023-03-01,KOTA TASIKMALAYA,2506
2023-03-01,KABUPATEN KUNINGAN,54608
2023-03-01,KABUPATEN BANDUNG BARAT,23530
2023-03-01,KOTA CIMAHI,47
2023-03-01,KABUPATEN CIREBON,76950
2023-03-01,KOTA DEPOK,17
2023-03-01,KABUPATEN MAJALENGKA,180997
2023-03-01,KABUPATEN KARAWANG,104586
2023-03-01,KABUPATEN PANGANDARAN,40401
2023-03-01,KOTA BEKASI,269
2023-03-01,KABUPATEN SUMEDANG,52350
2023-03-01,KABUPATEN PURWAKARTA,43803
2023-03-01,KOTA BOGOR,0
2023-03-01,KABUPATEN INDRAMAYU,193606
2023-03-01,KOTA BANDUNG,591
2023-03-01,KOTA SUKABUMI,2223
2023-03-01,KOTA CIREBON,99
2023-03-01,KABUPATEN CIAMIS,66494
2023-03-01,KABUPATEN GARUT,39933
2023-03-01,KABUPATEN BANDUNG,25974
2023-03-01,KABUPATEN SUKABUMI,56969
2023-03-01,KABUPATEN CIANJUR,77750
2023-03-01,KABUPATEN BOGOR,48808
2023-03-01,KABUPATEN TASIKMALAYA,43941
2023-04-01,KABUPATEN MAJALENGKA,50733
2023-04-01,KOTA CIMAHI,16
2023-04-01,KOTA DEPOK,0
2023-04-01,KABUPATEN SUMEDANG,22839
2023-04-01,KOTA BEKASI,223
2023-04-01,KABUPATEN SUKABUMI,26301
2023-04-01,KABUPATEN INDRAMAYU,311496
2023-04-01,KABUPATEN GARUT,32839
2023-04-01,KABUPATEN SUBANG,183319
2023-04-01,KABUPATEN CIAMIS,28176
2023-04-01,KABUPATEN PURWAKARTA,18457
2023-04-01,KOTA BANDUNG,1270
2023-04-01,KOTA SUKABUMI,1555
2023-04-01,KABUPATEN CIANJUR,38402
2023-04-01,KABUPATEN KARAWANG,74445
2023-04-01,KABUPATEN BEKASI,32076
2023-04-01,KOTA BOGOR,11
2023-04-01,KABUPATEN BANDUNG,53433
2023-04-01,KABUPATEN BANDUNG BARAT,13423
2023-04-01,KOTA CIREBON,180
2023-04-01,KABUPATEN TASIKMALAYA,33414
2023-04-01,KABUPATEN PANGANDARAN,2278
2023-04-01,KABUPATEN KUNINGAN,29796
2023-04-01,KOTA BANJAR,3854
2023-04-01,KABUPATEN BOGOR,21403
2023-04-01,KOTA TASIKMALAYA,3804
2023-04-01,KABUPATEN CIREBON,66240
2023-05-01,KABUPATEN SUMEDANG,20508
2023-05-01,KABUPATEN KUNINGAN,15613
2023-05-01,KOTA BOGOR,6
2023-05-01,KOTA BEKASI,0
2023-05-01,KOTA TASIKMALAYA,6844
2023-05-01,KABUPATEN BOGOR,21236
2023-05-01,KABUPATEN GARUT,43197
2023-05-01,KOTA BANJAR,2971
2023-05-01,KABUPATEN PANGANDARAN,2067
2023-05-01,KABUPATEN SUBANG,138836
2023-05-01,KABUPATEN BANDUNG,31504
2023-05-01,KABUPATEN BEKASI,60602
2023-05-01,KABUPATEN SUKABUMI,85280
2023-05-01,KABUPATEN INDRAMAYU,240025
2023-05-01,KOTA CIREBON,121
2023-05-01,KOTA DEPOK,0
2023-05-01,KOTA SUKABUMI,553
2023-05-01,KOTA CIMAHI,17
2023-05-01,KABUPATEN TASIKMALAYA,45079
2023-05-01,KABUPATEN CIREBON,71380
2023-05-01,KABUPATEN MAJALENGKA,19339
2023-05-01,KOTA BANDUNG,813
2023-05-01,KABUPATEN CIANJUR,75154
2023-05-01,KABUPATEN KARAWANG,118453
2023-05-01,KABUPATEN CIAMIS,15082
2023-05-01,KABUPATEN PURWAKARTA,5178
2023-05-01,KABUPATEN BANDUNG BARAT,7342
2023-06-01,KABUPATEN KARAWANG,120652
2023-06-01,KABUPATEN KUNINGAN,30538
2023-06-01,KABUPATEN BANDUNG,18503
2023-06-01,KABUPATEN SUBANG,23532
2023-06-01,KOTA BOGOR,12
2023-06-01,KOTA SUKABUMI,889
2023-06-01,KABUPATEN PURWAKARTA,19725
2023-06-01,KOTA BANDUNG,444
2023-06-01,KABUPATEN INDRAMAYU,31555
2023-06-01,KOTA BANJAR,113
2023-06-01,KOTA CIREBON,0
2023-06-01,KABUPATEN PANGANDARAN,1138
2023-06-01,KOTA CIMAHI,17
2023-06-01,KABUPATEN CIREBON,33167
2023-06-01,KABUPATEN MAJALENGKA,39435
2023-06-01,KABUPATEN BANDUNG BARAT,19078
2023-06-01,KABUPATEN TASIKMALAYA,41073
2023-06-01,KOTA DEPOK,0
2023-06-01,KABUPATEN CIAMIS,17542
2023-06-01,KABUPATEN GARUT,73090
2023-06-01,KABUPATEN SUMEDANG,32549
2023-06-01,KABUPATEN BOGOR,24007
2023-06-01,KABUPATEN CIANJUR,70604
2023-06-01,KOTA BEKASI,2
2023-06-01,KOTA TASIKMALAYA,4093
2023-06-01,KABUPATEN SUKABUMI,70219
2023-06-01,KABUPATEN BEKASI,74163
2023-07-01,KOTA BOGOR,23
2023-07-01,KABUPATEN CIANJUR,54293
2023-07-01,KABUPATEN BANDUNG,14977
2023-07-01,KABUPATEN PANGANDARAN,10767
2023-07-01,KABUPATEN KARAWANG,120115
2023-07-01,KABUPATEN BEKASI,56122
2023-07-01,KABUPATEN BANDUNG BARAT,18349
2023-07-01,KOTA BANJAR,4146
2023-07-01,KABUPATEN CIAMIS,31007
2023-07-01,KABUPATEN BOGOR,24997
2023-07-01,KABUPATEN SUKABUMI,33625
2023-07-01,KABUPATEN INDRAMAYU,111184
2023-07-01,KOTA DEPOK,0
2023-07-01,KOTA BEKASI,127
2023-07-01,KOTA SUKABUMI,2203
2023-07-01,KABUPATEN GARUT,45147
2023-07-01,KOTA CIREBON,99
2023-07-01,KOTA TASIKMALAYA,2665
2023-07-01,KABUPATEN TASIKMALAYA,23651
2023-07-01,KABUPATEN KUNINGAN,45141
2023-07-01,KABUPATEN CIREBON,51208
2023-07-01,KABUPATEN MAJALENGKA,131804
2023-07-01,KOTA BANDUNG,53
2023-07-01,KOTA CIMAHI,102
2023-07-01,KABUPATEN PURWAKARTA,19395
